,Player,Nation,Position,Squad,Competition,Age,Born,90s,Goals,Shots_total,Shots_on_target,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net,Matches
2441,Wilfried Singo,ci CIV,DF,Monaco,fr Ligue 1,22,2000,24.3,1,19,7,36.8,0.78,0.29,0.05,0.14,16.1,0,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches
2442,Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,24,1999,7.8,2,27,8,29.6,3.48,1.03,0.07,0.25,13.9,0,0,0,2.5,2.5,0.09,-0.5,-0.5,Matches
2443,Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,28,1995,4.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2444,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,27,1995,10.0,0,5,3,60.0,0.50,0.30,0.00,0.00,22.2,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2445,Ayanda Sishuba,be BEL,"MF,FW",Lens,fr Ligue 1,18,2005,0.7,0,12,2,16.7,17.42,2.90,0.00,0.00,18.1,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
2446,Ibrahima Sissoko,ml MLI,MF,Strasbourg,fr Ligue 1,25,1997,18.2,0,14,3,21.4,0.77,0.16,0.00,0.00,17.2,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
2447,Moussa Sissoko,fr FRA,MF,Nantes,fr Ligue 1,33,1989,20.2,0,10,3,30.0,0.49,0.15,0.00,0.00,16.0,0,0,0,1.3,1.3,0.13,-1.3,-1.3,Matches
2448,Antonio Sivera,es ESP,GK,Alavés,es La Liga,26,1996,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2449,Tim Skarke,de GER,"FW,DF",Darmstadt 98,de Bundesliga,26,1996,26.7,8,69,20,29.0,2.58,0.75,0.12,0.40,21.9,1,0,0,3.6,3.6,0.05,+4.4,+4.4,Matches
2450,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,28,1995,24.1,2,18,8,44.4,0.75,0.33,0.11,0.25,16.7,0,0,0,2.3,2.3,0.13,-0.3,-0.3,Matches
2451,Oliver Skipp,eng ENG,"MF,DF",Tottenham,eng Premier League,22,2000,7.9,0,4,1,25.0,0.51,0.13,0.00,0.00,13.7,0,0,0,0.7,0.7,0.17,-0.7,-0.7,Matches
2452,Leo Skiri Østigård,no NOR,DF,Napoli,it Serie A,23,1999,18.1,1,7,1,14.3,0.39,0.06,0.14,1.00,13.2,0,0,0,0.6,0.6,0.09,+0.4,+0.4,Matches
2453,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,32,1991,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2454,Robert Skov,dk DEN,"DF,FW",Hoffenheim,de Bundesliga,27,1996,14.0,3,32,7,21.9,2.29,0.50,0.09,0.43,19.8,6,0,0,1.8,1.8,0.06,+1.2,+1.2,Matches
2455,Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,28,1995,18.1,0,3,1,33.3,0.17,0.06,0.00,0.00,9.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
2456,Naatan Skyttä,fi FIN,"MF,FW",Toulouse,fr Ligue 1,21,2002,1.3,0,5,2,40.0,3.75,1.50,0.00,0.00,12.9,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
2457,Chris Smalling,eng ENG,DF,Roma,it Serie A,33,1989,4.3,0,1,1,100.0,0.23,0.23,0.00,0.00,7.1,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
2458,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,32,1991,23.9,0,2,0,0.0,0.08,0.00,0.00,,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2459,Emile Smith Rowe,eng ENG,MF,Arsenal,eng Premier League,23,2000,3.9,0,15,5,33.3,3.82,1.27,0.00,0.00,15.6,0,0,0,2.0,2.0,0.13,-2.0,-2.0,Matches
2460,Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,de Bundesliga,22,2000,3.9,1,3,1,33.3,0.78,0.26,0.33,1.00,15.5,0,0,0,1.0,1.0,0.34,0.0,0.0,Matches
2461,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,31,1991,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2462,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,31,1991,3.9,0,3,0,0.0,0.77,0.00,0.00,,28.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
2463,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,28,1995,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2464,Rubén Sobrino,es ESP,"MF,FW",Cádiz,es La Liga,31,1992,18.3,0,21,3,14.3,1.15,0.16,0.00,0.00,17.9,0,0,0,1.8,1.8,0.09,-1.8,-1.8,Matches
2465,Andrea Sodero,it ITA,MF,Empoli,it Serie A,18,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2466,Emran Soglo,eng ENG,"MF,DF",Marseille,fr Ligue 1,18,2005,1.2,1,1,1,100.0,0.83,0.83,1.00,1.00,12.1,0,0,0,0.1,0.1,0.08,+0.9,+0.9,Matches
2467,Alex Sola,es ESP,"FW,MF",Alavés,es La Liga,24,1999,14.0,0,28,7,25.0,2.00,0.50,0.00,0.00,17.6,2,0,0,1.6,1.6,0.06,-1.6,-1.6,Matches
2468,Alex Sola,es ESP,"DF,MF",Real Sociedad,es La Liga,24,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2469,Dominic Solanke,eng ENG,FW,Bournemouth,eng Premier League,25,1997,36.9,19,106,35,33.0,2.87,0.95,0.16,0.49,12.2,0,2,3,19.6,17.2,0.16,-0.6,-0.2,Matches
2470,Ola Solbakken,no NOR,FW,Roma,it Serie A,24,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2471,Carlos Soler,es ESP,"MF,DF",Paris S-G,fr Ligue 1,26,1997,12.1,2,14,5,35.7,1.16,0.41,0.14,0.40,15.0,0,0,0,1.5,1.5,0.11,+0.5,+0.5,Matches
2472,Jhon Solis,co COL,MF,Girona,es La Liga,18,2004,4.3,0,9,2,22.2,2.11,0.47,0.00,0.00,17.3,0,0,0,1.0,1.0,0.12,-1.0,-1.0,Matches
2473,Manor Solomon,il ISR,FW,Tottenham,eng Premier League,24,1999,2.2,0,7,1,14.3,3.17,0.45,0.00,0.00,16.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
2474,Daniele Sommariva,it ITA,GK,Genoa,it Serie A,26,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2475,Yann Sommer,ch SUI,GK,Inter,it Serie A,34,1988,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2476,Brandon Soppy,fr FRA,DF,Torino,it Serie A,21,2002,2.0,0,1,0,0.0,0.51,0.00,0.00,,25.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
2477,David Soria,es ESP,GK,Getafe,es La Liga,30,1993,37.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2478,Alberto Soro,es ESP,MF,Granada,es La Liga,24,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2479,Alessandro Sorrentino,it ITA,GK,Monza,it Serie A,21,2002,6.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2480,Borna Sosa,hr CRO,"FW,DF",Stuttgart,de Bundesliga,25,1998,0.5,0,1,0,0.0,1.96,0.00,0.00,,24.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2481,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,19,2003,8.0,0,8,1,12.5,1.00,0.12,0.00,0.00,23.2,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2482,Florian Sotoca,fr FRA,"MF,FW",Lens,fr Ligue 1,32,1990,28.9,7,65,18,27.7,2.25,0.62,0.05,0.17,15.5,0,4,4,9.1,5.9,0.09,-2.1,-2.9,Matches
2483,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,24,1999,12.3,2,34,13,38.2,2.77,1.06,0.06,0.15,17.0,1,0,0,2.6,2.6,0.08,-0.6,-0.6,Matches
2484,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,28,1995,31.9,7,43,15,34.9,1.35,0.47,0.16,0.47,11.0,0,0,0,6.7,6.7,0.16,+0.3,+0.3,Matches
2485,Matìas Soulé,ar ARG,"FW,MF",Frosinone,it Serie A,20,2003,34.7,11,77,18,23.4,2.22,0.52,0.08,0.33,22.2,7,5,6,10.5,5.7,0.07,+0.5,+0.3,Matches
2486,Boubakary Soumaré,fr FRA,MF,Sevilla,es La Liga,24,1999,25.4,0,1,0,0.0,0.04,0.00,0.00,,19.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2487,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,22,2000,2.6,0,5,1,20.0,1.90,0.38,0.00,0.00,22.8,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
2488,Vinicius Souza,br BRA,MF,Sheffield Utd,eng Premier League,24,1999,29.6,1,14,6,42.9,0.47,0.20,0.07,0.17,21.5,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
2489,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,26,1997,16.2,1,18,5,27.8,1.11,0.31,0.06,0.20,17.7,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
2490,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,21,2002,8.0,0,3,2,66.7,0.38,0.25,0.00,0.00,8.2,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
2491,Çağlar Söyüncü,tr TUR,DF,Atlético Madrid,es La Liga,27,1996,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2492,Djed Spence,eng ENG,DF,Genoa,it Serie A,22,2000,9.5,0,2,0,0.0,0.21,0.00,0.00,,11.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
2493,Stijn Spierings,nl NED,MF,Toulouse,fr Ligue 1,27,1996,16.8,0,11,1,9.1,0.65,0.06,0.00,0.00,21.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
2494,Stijn Spierings,nl NED,MF,Lens,fr Ligue 1,27,1996,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2495,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,30,1993,14.6,1,8,3,37.5,0.55,0.21,0.13,0.33,23.6,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
2496,Marco Sportiello,it ITA,GK,Milan,it Serie A,31,1992,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2497,Anton Stach,de GER,MF,Hoffenheim,de Bundesliga,24,1998,25.8,2,38,9,23.7,1.47,0.35,0.05,0.22,24.1,1,0,0,1.7,1.7,0.04,+0.3,+0.3,Matches
2498,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,24,1998,1.9,0,2,1,50.0,1.06,0.53,0.00,0.00,12.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
2499,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,26,1996,25.9,3,40,11,27.5,1.55,0.43,0.08,0.27,15.8,0,0,0,4.4,4.4,0.11,-1.4,-1.4,Matches
2500,Benjamin Stambouli,fr FRA,MF,Reims,fr Ligue 1,32,1990,3.2,0,2,0,0.0,0.63,0.00,0.00,,25.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2501,Josip Stanišić,hr CRO,DF,Leverkusen,de Bundesliga,23,2000,14.0,3,10,5,50.0,0.71,0.36,0.30,0.60,16.4,0,0,0,0.8,0.8,0.08,+2.2,+2.2,Matches
2502,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,28,1995,24.6,1,12,5,41.7,0.49,0.20,0.08,0.20,8.5,0,0,0,1.4,1.4,0.12,-0.4,-0.4,Matches
2503,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,28,1995,12.1,2,4,2,50.0,0.33,0.17,0.50,1.00,13.1,0,0,0,0.2,0.2,0.05,+1.8,+1.8,Matches
2504,Jason Steele,eng ENG,GK,Brighton,eng Premier League,32,1990,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2505,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,27,1996,11.8,0,14,4,28.6,1.18,0.34,0.00,0.00,28.2,1,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches
2506,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,21,2002,6.6,1,3,1,33.3,0.45,0.15,0.33,1.00,23.3,0,0,0,0.4,0.4,0.12,+0.6,+0.6,Matches
2507,Raheem Sterling,eng ENG,"FW,MF",Chelsea,eng Premier League,28,1994,22.0,8,51,21,41.2,2.32,0.96,0.16,0.38,14.5,5,0,0,6.5,6.5,0.13,+1.5,+1.5,Matches
2508,Trivante Stewart,jm JAM,"FW,MF",Salernitana,it Serie A,23,2000,1.1,0,2,1,50.0,1.80,0.90,0.00,0.00,22.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2509,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,22,2001,0.9,0,2,1,50.0,2.14,1.07,0.00,0.00,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2510,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,22,2001,29.9,1,16,3,18.8,0.53,0.10,0.06,0.33,22.0,2,0,0,1.6,1.6,0.10,-0.6,-0.6,Matches
2511,Kevin Stöger,at AUT,MF,Bochum,de Bundesliga,29,1993,29.6,7,71,14,19.7,2.40,0.47,0.04,0.21,25.7,13,4,4,6.2,3.1,0.04,+0.8,-0.1,Matches
2512,Filip Stojilković,ch SUI,"FW,MF",Darmstadt 98,de Bundesliga,23,2000,1.7,0,4,1,25.0,2.34,0.58,0.00,0.00,20.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2513,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,29,1994,11.8,1,4,2,50.0,0.34,0.17,0.25,0.50,15.9,0,0,0,1.0,1.0,0.26,0.0,0.0,Matches
2514,Thomas Strakosha,al ALB,GK,Brentford,eng Premier League,28,1995,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2515,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,es La Liga,23,2000,31.8,13,82,35,42.7,2.58,1.10,0.16,0.37,11.2,0,0,0,14.5,14.5,0.18,-1.5,-1.5,Matches
2516,Gabriel Strefezza,br BRA,FW,Lecce,it Serie A,26,1997,12.4,1,27,5,18.5,2.19,0.40,0.00,0.00,22.8,1,1,1,2.5,1.7,0.06,-1.5,-1.7,Matches
2517,Kevin Strootman,nl NED,MF,Genoa,it Serie A,33,1990,13.4,0,1,0,0.0,0.07,0.00,0.00,,24.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
2518,Cristhian Stuani,uy URU,FW,Girona,es La Liga,36,1986,8.9,9,34,17,50.0,3.81,1.90,0.26,0.53,9.0,0,0,0,9.6,9.6,0.30,-0.6,-0.6,Matches
2519,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,30,1993,28.5,2,7,5,71.4,0.25,0.18,0.29,0.40,9.9,0,0,0,1.2,1.2,0.22,+0.8,+0.8,Matches
2520,Damián Suárez,uy URU,DF,Getafe,es La Liga,35,1988,14.4,0,4,1,25.0,0.28,0.07,0.00,0.00,25.3,1,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
2521,Denis Suárez,es ESP,"MF,FW",Villarreal,es La Liga,29,1994,1.5,0,1,0,0.0,0.68,0.00,0.00,,11.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
2522,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,25,1997,26.2,0,10,3,30.0,0.38,0.11,0.00,0.00,17.3,1,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
2523,Isaac Success,ng NGA,"FW,MF",Udinese,it Serie A,27,1996,9.8,1,18,4,22.2,1.84,0.41,0.06,0.25,16.9,0,0,1,2.7,1.9,0.11,-1.7,-0.9,Matches
2524,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,27,1995,16.8,1,7,1,14.3,0.42,0.06,0.14,1.00,16.0,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
2525,Ibrahim Sulemana,gh GHA,MF,Cagliari,it Serie A,20,2003,14.9,2,13,3,23.1,0.87,0.20,0.15,0.67,23.2,0,0,0,0.8,0.8,0.06,+1.2,+1.2,Matches
2526,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,21,2002,23.2,3,51,15,29.4,2.19,0.65,0.04,0.13,25.8,4,1,1,3.5,2.6,0.05,-0.5,-0.6,Matches
2527,Suso,es ESP,"MF,FW",Sevilla,es La Liga,29,1993,16.9,1,26,6,23.1,1.54,0.36,0.04,0.17,24.3,1,0,0,1.4,1.4,0.05,-0.4,-0.4,Matches
2528,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,24,1999,19.1,1,42,11,26.2,2.20,0.58,0.02,0.09,21.5,6,0,0,3.0,3.0,0.07,-2.0,-2.0,Matches
2529,Max Svensson,es ESP,FW,Osasuna,es La Liga,,,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2530,Mile Svilar,rs SRB,GK,Roma,it Serie A,23,1999,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2531,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,19,2004,4.9,5,12,6,50.0,2.46,1.23,0.42,0.83,14.8,0,0,0,2.3,2.3,0.19,+2.7,+2.7,Matches
2532,Karol Świderski,pl POL,"FW,MF",Hellas Verona,it Serie A,26,1997,5.6,2,15,6,40.0,2.68,1.07,0.13,0.33,13.7,0,0,0,1.7,1.7,0.12,+0.3,+0.3,Matches
2533,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,20,2002,19.9,2,11,5,45.5,0.55,0.25,0.18,0.40,14.6,0,0,0,1.6,1.6,0.14,+0.4,+0.4,Matches
2534,Dembo Sylla,gn GUI,DF,Lorient,fr Ligue 1,20,2002,0.5,0,1,0,0.0,2.00,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
2535,Issiaga Sylla,gn GUI,"DF,FW",Montpellier,fr Ligue 1,29,1994,16.2,1,13,5,38.5,0.80,0.31,0.08,0.20,14.6,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches
2536,Mamadou Sylla,sn SEN,"FW,MF",Alavés,es La Liga,29,1994,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2537,Attila Szalai,hu HUN,DF,Hoffenheim,de Bundesliga,25,1998,3.2,0,1,1,100.0,0.31,0.31,0.00,0.00,39.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
2538,Attila Szalai,hu HUN,DF,Freiburg,de Bundesliga,25,1998,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2539,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,33,1990,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2540,Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,22,2000,23.4,3,60,15,25.0,2.57,0.64,0.05,0.20,24.3,7,0,0,3.7,3.7,0.06,-0.7,-0.7,Matches
2541,Przemysław Szymiński,pl POL,MF,Frosinone,it Serie A,29,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2542,Alexander Sørloth,no NOR,FW,Villarreal,es La Liga,27,1995,27.7,23,78,36,46.2,2.82,1.30,0.29,0.64,12.1,0,0,0,12.3,12.3,0.16,+10.7,+10.7,Matches
2543,Musa Al-Taamari,jo JOR,FW,Montpellier,fr Ligue 1,26,1997,21.4,5,46,19,41.3,2.15,0.89,0.11,0.26,17.8,0,0,0,3.6,3.6,0.08,+1.4,+1.4,Matches
2544,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,30,1992,23.6,3,15,6,40.0,0.64,0.25,0.20,0.50,13.7,0,0,0,2.6,2.6,0.17,+0.4,+0.4,Matches
2545,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,27,1996,29.2,4,26,10,38.5,0.89,0.34,0.15,0.40,13.1,0,0,0,2.1,2.1,0.08,+1.9,+1.9,Matches
2546,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,25,1998,24.5,0,5,2,40.0,0.20,0.08,0.00,0.00,16.6,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
2547,Yassin Tallal,es ESP,FW,Getafe,es La Liga,18,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2548,Adrien Tameze,cm CMR,"DF,MF",Torino,it Serie A,29,1994,23.8,0,9,0,0.0,0.38,0.00,0.00,,13.0,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
2549,Renato Tapia,pe PER,"MF,DF",Celta Vigo,es La Liga,28,1995,14.9,0,19,1,5.3,1.28,0.07,0.00,0.00,20.8,2,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches
2550,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,24,1999,23.2,0,12,1,8.3,0.52,0.04,0.00,0.00,16.3,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
2551,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,27,1995,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2552,Oussama Targhalline,ma MAR,MF,Le Havre,fr Ligue 1,21,2002,11.4,0,6,0,0.0,0.53,0.00,0.00,,28.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
2553,James Tarkowski,eng ENG,DF,Everton,eng Premier League,30,1992,38.0,1,25,4,16.0,0.66,0.11,0.04,0.25,9.9,0,0,0,2.6,2.6,0.10,-1.6,-1.6,Matches
2554,César Tárrega,es ESP,DF,Valencia,es La Liga,21,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2555,Jimi Tauriainen,eng ENG,FW,Chelsea,eng Premier League,19,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2556,Nuno Tavares,pt POR,DF,Nott'ham Forest,eng Premier League,23,2000,5.1,0,7,1,14.3,1.38,0.20,0.00,0.00,26.1,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
2557,Marcus Tavernier,eng ENG,FW,Bournemouth,eng Premier League,24,1999,23.5,3,53,16,30.2,2.25,0.68,0.06,0.19,20.0,4,0,0,3.9,3.9,0.07,-0.9,-0.9,Matches
2558,Elayis Tavsan,nl NED,"MF,FW",Hellas Verona,it Serie A,22,2001,0.6,0,3,1,33.3,5.40,1.80,0.00,0.00,23.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2559,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,29,1993,25.9,1,10,1,10.0,0.39,0.04,0.10,1.00,25.8,0,0,0,0.2,0.2,0.02,+0.8,+0.8,Matches
2560,Marciano Tchami,gw GNB,FW,Almería,es La Liga,19,2004,0.5,0,1,0,0.0,2.09,0.00,0.00,,,,0,0,,,,,,Matches
2561,Loum Tchaouna,fr FRA,"FW,MF",Salernitana,it Serie A,19,2003,23.3,4,44,15,34.1,1.89,0.64,0.09,0.27,20.3,0,0,0,2.6,2.6,0.06,+1.4,+1.4,Matches
2562,Jackson Tchatchoua,cm CMR,DF,Hellas Verona,it Serie A,21,2001,19.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2563,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,20,2002,12.5,0,5,1,20.0,0.40,0.08,0.00,0.00,18.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
2564,Aurélien Tchouaméni,fr FRA,"MF,DF",Real Madrid,es La Liga,23,2000,22.1,3,27,7,25.9,1.22,0.32,0.11,0.43,22.2,0,0,0,1.3,1.3,0.05,+1.7,+1.7,Matches
2565,Mathys Tel,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,18,2005,11.7,7,43,18,41.9,3.69,1.54,0.16,0.39,15.9,0,0,0,3.7,3.7,0.09,+3.3,+3.3,Matches
2566,Nathan Tella,ng NGA,"DF,MF",Leverkusen,de Bundesliga,24,1999,9.1,5,21,11,52.4,2.31,1.21,0.24,0.45,15.1,0,0,0,3.5,3.5,0.17,+1.5,+1.5,Matches
2567,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,27,1996,12.7,1,8,1,12.5,0.63,0.08,0.13,1.00,14.1,0,0,0,0.6,0.6,0.08,+0.4,+0.4,Matches
2568,Arnau Tenas,es ESP,GK,Paris S-G,fr Ligue 1,22,2001,5.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2569,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,31,1992,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2570,Filippo Terracciano,it ITA,DF,Hellas Verona,it Serie A,20,2003,14.4,0,8,3,37.5,0.56,0.21,0.00,0.00,21.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2571,Filippo Terracciano,it ITA,"DF,FW",Milan,it Serie A,20,2003,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2572,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,33,1990,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2573,Ramón Terrats,es ESP,"MF,DF",Villarreal,es La Liga,22,2000,8.7,0,8,1,12.5,0.92,0.11,0.00,0.00,21.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
2574,Martin Terrier,fr FRA,"FW,MF",Rennes,fr Ligue 1,26,1997,17.0,7,38,16,42.1,2.24,0.94,0.18,0.44,12.8,0,0,0,5.2,5.2,0.14,+1.8,+1.8,Matches
2575,Kenny Tete,nl NED,DF,Fulham,eng Premier League,27,1995,9.6,1,4,1,25.0,0.42,0.10,0.25,1.00,7.9,0,0,0,0.9,0.9,0.21,+0.1,+0.1,Matches
2576,Benjamin Tetteh,gh GHA,"FW,MF",Metz,fr Ligue 1,26,1997,3.1,0,3,1,33.3,0.97,0.32,0.00,0.00,17.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
