,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Attempted,Live_Ball_Passes,Dead_Ball_Passes,Free_Kick_Passes,Through_Balls,Switches,Crosses,Throw_Ins_Taken,Corner_Kicks,In_Corner_Kicks,Out_Corner_Kicks,Str_Corner_Kicks,Passes_Cmp,Passes_Off,Passes_Blocked,Matches
1486,Valentino Lazaro,at AUT,DF,Torino,it Serie A,26,1996,15.3,902,693,205,22,0,1,86,142,41,14,17,1,674,4,20,Matches
1487,Marko Lazetić,rs SRB,FW,Milan,it Serie A,18,2004,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1488,Darko Lazović,rs SRB,"MF,DF",Hellas Verona,it Serie A,31,1990,24.9,836,710,117,10,6,1,123,69,37,15,16,0,517,9,38,Matches
1489,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,28,1993,20.9,1183,987,194,17,0,2,36,177,0,0,0,0,1033,2,25,Matches
1490,Théo Le Bris,fr FRA,"MF,DF",Lorient,fr Ligue 1,19,2002,16.1,611,550,58,7,0,0,13,47,0,0,0,0,491,3,19,Matches
1491,Julien Le Cardinal,fr FRA,DF,Lens,fr Ligue 1,24,1997,1.8,121,102,19,0,0,0,10,19,0,0,0,0,90,0,3,Matches
1492,Jérémy Le Douaron,fr FRA,"MF,FW",Brest,fr Ligue 1,24,1998,23.0,390,376,9,0,1,2,32,1,0,0,0,0,264,5,19,Matches
1493,Enzo Le Fée,fr FRA,MF,Lorient,fr Ligue 1,22,2000,33.6,2118,1863,249,103,11,13,136,13,94,39,38,2,1708,6,48,Matches
1494,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,32,1989,37.0,2044,1716,322,63,2,2,39,259,0,0,0,0,1702,6,36,Matches
1495,Maxime Le Marchand,fr FRA,DF,Strasbourg,fr Ligue 1,32,1989,22.4,1208,1130,76,44,0,14,11,16,0,0,0,0,958,2,12,Matches
1496,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,25,1996,31.1,1740,1653,85,61,2,7,1,3,0,0,0,0,1533,2,4,Matches
1497,Rafael Leão,pt POR,"FW,MF",Milan,it Serie A,23,1999,26.9,845,802,39,3,5,17,71,28,7,0,0,0,595,4,29,Matches
1498,Paolo Lebas,pt POR,MF,Ajaccio,fr Ligue 1,19,2003,0.6,16,15,1,1,0,0,0,0,0,0,0,0,12,0,0,Matches
1499,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,36,1985,1.0,39,28,11,1,0,1,0,0,0,0,0,0,32,0,0,Matches
1500,Benjamin Lecomte,fr FRA,GK,Espanyol,es La Liga,31,1991,10.0,275,149,123,43,0,2,0,0,0,0,0,0,179,3,0,Matches
1501,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,31,1991,19.0,643,417,223,58,0,4,0,0,0,0,0,0,411,3,0,Matches
1502,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,29,1993,34.0,1114,674,435,150,0,3,0,0,0,0,0,0,585,5,0,Matches
1503,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,29,1993,30.7,1461,1398,61,55,8,37,41,5,1,1,0,0,1198,2,24,Matches
1504,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,23,1999,25.0,1366,1291,71,35,0,9,4,6,0,0,0,0,1071,4,16,Matches
1505,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,24,1998,7.4,328,319,9,6,0,2,0,1,0,0,0,0,249,0,2,Matches
1506,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,31,1991,28.5,1417,1329,82,71,1,38,9,6,4,4,0,0,1110,6,11,Matches
1507,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,29,1993,14.7,807,668,137,16,0,4,43,119,2,0,1,0,624,2,18,Matches
1508,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,26,1995,13.9,814,776,36,10,6,7,44,9,15,5,7,0,690,2,16,Matches
1509,Félix Lemaréchal,ci CIV,MF,Brest,fr Ligue 1,18,2003,3.2,113,103,10,4,0,0,7,1,3,3,0,0,89,0,2,Matches
1510,Dexter Lembikisa,jm JAM,DF,Wolves,eng Premier League,18,2003,0.3,13,12,1,0,0,0,1,1,0,0,0,0,10,0,2,Matches
1511,Mario Lemina,ga GAB,MF,Wolves,eng Premier League,28,1993,14.4,651,645,5,5,1,4,3,0,0,0,0,0,566,1,9,Matches
1512,Mario Lemina,ga GAB,"MF,DF",Nice,fr Ligue 1,28,1993,9.3,637,629,5,5,1,6,2,0,0,0,0,0,569,3,4,Matches
1513,Tim Lemperle,de GER,"FW,MF",Köln,de Bundesliga,20,2002,1.5,53,51,1,0,2,0,1,0,0,0,0,0,28,1,3,Matches
1514,Clément Lenglet,fr FRA,DF,Tottenham,eng Premier League,27,1995,22.4,1465,1431,29,22,5,20,16,6,0,0,0,0,1270,5,11,Matches
1515,Bernd Leno,de GER,GK,Fulham,eng Premier League,30,1992,36.0,1397,1041,354,112,0,2,0,0,0,0,0,0,1110,2,0,Matches
1516,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,27,1994,14.3,824,645,176,32,0,5,93,101,43,20,14,0,621,3,17,Matches
1517,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,29,1992,2.0,79,50,29,5,0,0,0,0,0,0,0,0,38,0,0,Matches
1518,Sergio León,es ESP,FW,Valladolid,es La Liga,33,1989,14.8,206,172,31,0,0,6,9,2,0,0,0,0,138,3,6,Matches
1519,Johann Lepenant,fr FRA,MF,Lyon,fr Ligue 1,19,2002,21.5,1301,1284,17,12,3,4,9,5,0,0,0,0,1163,0,24,Matches
1520,Mehdi Léris,dz ALG,"MF,DF",Sampdoria,it Serie A,24,1998,27.3,932,879,47,5,4,6,57,41,0,0,0,0,618,6,41,Matches
1521,Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,27,1994,36.1,1611,1551,59,46,7,7,11,11,0,0,0,0,1317,1,24,Matches
1522,Benjamin Leroy,fr FRA,GK,Ajaccio,fr Ligue 1,33,1989,31.1,875,526,343,131,0,0,0,0,0,0,0,0,533,6,0,Matches
1523,Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,22,2000,13.2,521,509,6,5,4,9,10,0,1,0,0,0,387,6,16,Matches
1524,Alexandre Letellier,fr FRA,GK,Paris S-G,fr Ligue 1,31,1990,0.1,4,3,1,0,0,0,0,0,0,0,0,0,4,0,0,Matches
1525,Ruan Levine,br BRA,"MF,FW",Ajaccio,fr Ligue 1,23,1999,0.3,14,14,0,0,0,0,0,0,0,0,0,0,13,0,1,Matches
1526,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,33,1988,31.6,793,767,14,4,16,5,19,0,0,0,0,0,602,12,24,Matches
1527,Jamie Leweling,de GER,"FW,MF",Union Berlin,de Bundesliga,21,2001,2.9,57,55,2,0,0,0,10,1,0,0,0,0,39,0,2,Matches
1528,Jamal Lewis,nir NIR,"DF,FW",Newcastle Utd,eng Premier League,24,1998,0.1,14,14,0,0,0,0,0,0,0,0,0,0,12,0,1,Matches
1529,Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,17,2004,10.0,675,633,41,7,1,0,5,31,0,0,0,0,617,1,9,Matches
1530,Keane Lewis-Potter,eng ENG,"FW,MF",Brentford,eng Premier League,21,2001,3.6,86,83,3,0,1,1,8,2,0,0,0,0,49,0,3,Matches
1531,Dimitri Liénard,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,34,1988,17.1,982,785,193,40,0,12,119,100,51,15,28,1,728,4,17,Matches
1532,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,26,1996,27.8,1612,1519,90,47,3,21,1,17,0,0,0,0,1369,3,11,Matches
1533,Matthijs de Ligt,nl NED,DF,Bayern Munich,de Bundesliga,22,1999,26.7,2088,2038,45,38,0,15,2,6,0,0,0,0,1902,5,8,Matches
1534,Dimitris Limnios,gr GRE,FW,Köln,de Bundesliga,24,1998,0.4,23,20,3,0,0,0,6,0,3,1,2,0,13,0,2,Matches
1535,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,28,1994,15.2,930,905,25,13,2,1,1,1,0,0,0,0,866,0,1,Matches
1536,Jesper Lindstrøm,dk DEN,"MF,FW",Eint Frankfurt,de Bundesliga,22,2000,18.7,514,469,42,7,4,0,46,7,24,14,6,0,325,3,24,Matches
1537,Karol Linetty,pl POL,MF,Torino,it Serie A,27,1995,21.0,966,913,49,32,3,10,21,1,16,5,8,0,832,4,10,Matches
1538,Jesse Lingard,eng ENG,"FW,MF",Nott'ham Forest,eng Premier League,29,1992,10.3,297,271,24,7,1,4,5,8,0,0,0,0,236,2,5,Matches
1539,Pol Lirola,es ESP,DF,Elche,es La Liga,24,1997,7.0,325,260,65,6,0,3,32,59,0,0,0,0,240,0,11,Matches
1540,Mateusz Lis,pl POL,GK,Troyes,fr Ligue 1,25,1997,8.3,314,202,111,33,0,0,0,0,0,0,0,0,213,1,0,Matches
1541,Marcin Listkowski,pl POL,"MF,FW",Lecce,it Serie A,24,1998,0.9,24,23,1,0,0,0,3,1,0,0,0,0,16,0,0,Matches
1542,Valentino Livramento,eng ENG,"DF,FW",Southampton,eng Premier League,19,2002,0.3,26,18,8,1,0,0,0,7,0,0,0,0,21,0,1,Matches
1543,Dejan Ljubicic,at AUT,"MF,FW",Köln,de Bundesliga,24,1997,19.0,615,598,10,1,2,2,42,2,2,1,1,0,445,7,24,Matches
1544,Javier Llabrés,es ESP,FW,Mallorca,es La Liga,19,2002,0.2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
1545,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,28,1993,7.2,429,417,11,10,0,4,1,0,0,0,0,0,356,1,2,Matches
1546,Diego Llorente,es ESP,DF,Roma,it Serie A,28,1993,6.4,300,294,4,4,0,2,0,0,0,0,0,0,264,2,2,Matches
1547,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,es La Liga,27,1995,18.9,816,759,53,0,1,4,44,53,0,0,0,0,660,4,26,Matches
1548,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,35,1986,24.5,728,513,212,26,0,0,0,0,0,0,0,0,561,3,1,Matches
1549,Giovani Lo Celso,ar ARG,"MF,FW",Villarreal,es La Liga,26,1996,12.5,694,643,47,8,11,17,31,7,27,17,0,0,578,4,14,Matches
1550,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,27,1994,34.5,2301,2252,47,33,0,14,2,2,0,0,0,0,2163,2,10,Matches
1551,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,24,1998,27.2,1362,1294,64,52,1,20,13,6,4,0,3,0,1114,4,28,Matches
1552,Luka Lochoshvili,ge GEO,DF,Cremonese,it Serie A,24,1998,20.4,791,756,33,27,0,2,6,5,0,0,0,0,627,2,7,Matches
1553,Banzouzi Locko,fr FRA,DF,Reims,fr Ligue 1,20,2002,11.8,470,361,106,5,1,3,13,101,0,0,0,0,362,3,10,Matches
1554,Banzouzi Locko,fr FRA,DF,Brest,fr Ligue 1,20,2002,3.0,127,99,28,1,0,0,6,27,0,0,0,0,99,0,0,Matches
1555,Renan Lodi,br BRA,DF,Nott'ham Forest,eng Premier League,24,1998,24.6,877,684,189,44,0,3,75,130,15,12,2,0,583,4,29,Matches
1556,Ruben Loftus-Cheek,eng ENG,"MF,DF",Chelsea,eng Premier League,26,1996,17.1,907,858,44,11,1,6,19,32,0,0,0,0,782,5,20,Matches
1557,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,24,1997,28.0,1163,1118,41,7,7,6,30,4,3,0,0,0,943,4,31,Matches
1558,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,24,1997,19.2,649,601,46,7,6,3,38,11,16,2,7,0,492,2,25,Matches
1559,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,31,1990,31.3,1026,741,280,97,0,1,0,0,0,0,0,0,792,5,0,Matches
1560,Rony Lopes,pt POR,"MF,FW",Troyes,fr Ligue 1,26,1995,26.1,872,747,118,36,5,12,109,3,65,27,23,0,603,7,32,Matches
1561,David López,es ESP,DF,Girona,es La Liga,32,1989,18.4,1203,1138,62,48,0,5,0,3,0,0,0,0,1082,3,5,Matches
1562,Diego López,es ESP,GK,Rayo Vallecano,es La Liga,40,1981,1.1,29,21,8,0,0,0,0,0,0,0,0,0,22,0,0,Matches
1563,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,24,1997,25.5,1673,1606,60,44,3,9,25,3,12,2,6,0,1471,7,14,Matches
1564,Pau López,es ESP,GK,Marseille,fr Ligue 1,27,1994,32.5,1116,870,243,71,1,3,0,0,0,0,0,0,877,3,2,Matches
1565,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,26,1995,13.9,929,835,86,44,0,18,55,7,27,10,8,1,745,8,18,Matches
1566,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,20,2002,15.3,741,727,12,10,0,11,6,1,1,0,0,0,627,2,8,Matches
1567,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,36,1986,30.2,962,951,8,6,4,4,10,0,0,0,0,0,650,3,20,Matches
1568,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,23,1998,27.3,1412,1173,237,19,2,0,48,218,0,0,0,0,1183,2,38,Matches
1569,Matteo Lovato,it ITA,DF,Salernitana,it Serie A,22,2000,9.0,325,307,17,17,1,3,0,0,0,0,0,0,274,1,2,Matches
1570,Dejan Lovren,hr CRO,DF,Lyon,fr Ligue 1,33,1989,16.2,1096,1064,32,31,1,4,6,1,0,0,0,0,961,0,7,Matches
1571,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,24,1998,25.9,963,884,74,33,4,12,75,5,36,6,15,0,767,5,15,Matches
1572,Jamal Lowe,jm JAM,"MF,FW",Bournemouth,eng Premier League,28,1994,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
1573,Anthony Lozano,hn HON,FW,Cádiz,es La Liga,29,1993,16.0,293,283,9,0,1,1,7,1,0,0,0,0,198,1,13,Matches
1574,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,27,1995,17.8,588,579,6,0,0,3,73,5,1,0,0,0,441,3,23,Matches
1575,Pol Lozano,es ESP,MF,Espanyol,es La Liga,22,1999,0.2,8,8,0,0,0,0,1,0,0,0,0,0,5,0,0,Matches
1576,Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,24,1998,3.2,154,152,1,1,1,2,1,0,0,0,0,0,134,1,1,Matches
1577,Jhon Lucumí,co COL,DF,Bologna,it Serie A,24,1998,32.2,1951,1870,78,59,3,24,1,2,0,0,0,0,1731,3,15,Matches
1578,José Luis Gayà,es ESP,DF,Valencia,es La Liga,27,1995,30.1,1734,1344,378,51,2,13,213,285,42,9,25,0,1284,12,39,Matches
1579,José Luis Morales,es ESP,"FW,MF",Villarreal,es La Liga,35,1987,13.5,258,237,18,0,2,1,13,4,0,0,0,0,181,3,14,Matches
1580,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,32,1990,8.4,518,485,33,21,0,0,5,12,0,0,0,0,428,0,8,Matches
1581,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,24,1998,32.5,1812,1593,216,120,6,10,106,6,89,53,13,1,1494,3,16,Matches
1582,Romelu Lukaku,be BEL,FW,Inter,it Serie A,29,1993,18.4,404,384,18,0,5,2,24,0,0,0,0,0,277,2,19,Matches
1583,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,19,2002,33.2,2257,2202,49,41,1,9,3,6,0,0,0,0,2034,6,17,Matches
1584,Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,de Bundesliga,24,1997,26.6,613,565,47,12,4,7,65,3,25,15,6,0,422,1,16,Matches
1585,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,25,1996,4.6,218,211,7,7,0,0,2,0,0,0,0,0,192,0,0,Matches
1586,Saša Lukić,rs SRB,MF,Torino,it Serie A,25,1996,13.3,732,692,38,29,1,6,25,5,4,0,4,0,627,2,7,Matches
1587,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,23,1999,7.0,227,186,41,4,0,1,0,0,0,0,0,0,205,0,1,Matches
1588,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,30,1991,1.0,44,39,5,2,0,0,0,0,0,0,0,0,35,0,0,Matches
1589,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,25,1996,34.8,1705,1532,171,81,1,8,2,2,0,0,0,0,1474,2,7,Matches
1590,Lyanco,br BRA,DF,Southampton,eng Premier League,25,1997,13.1,558,494,63,15,3,6,7,48,0,0,0,0,400,1,7,Matches
1591,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,28,1993,12.3,731,601,127,12,1,10,69,104,11,6,3,0,518,3,28,Matches
1592,Youssouf M'Changama,km COM,MF,Auxerre,fr Ligue 1,31,1990,12.0,489,463,26,13,2,11,35,2,10,4,6,0,384,0,12,Matches
1593,Awer Mabil,au AUS,"MF,FW",Cádiz,es La Liga,26,1995,1.8,54,48,6,3,0,0,9,1,2,1,1,0,34,0,4,Matches
1594,Alexis Mac Allister,ar ARG,MF,Brighton,eng Premier League,23,1998,32.1,1844,1785,52,35,15,11,29,5,12,7,4,0,1586,7,43,Matches
1595,Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,28,1993,24.3,875,718,156,10,0,2,60,145,1,1,0,0,719,1,26,Matches
1596,Darwin Machís,ve VEN,FW,Valladolid,es La Liga,29,1993,6.7,208,191,12,2,1,5,37,8,1,1,0,0,137,5,13,Matches
1597,James Maddison,eng ENG,"MF,FW",Leicester City,eng Premier League,25,1996,27.6,1150,998,142,60,13,8,123,4,69,37,20,3,844,10,29,Matches
1598,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,20,2002,7.1,286,278,8,0,0,0,19,7,1,1,0,0,223,0,9,Matches
1599,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,25,1997,33.1,1221,967,248,7,2,9,123,241,0,0,0,0,819,6,39,Matches
1600,Lisandro Magallán,ar ARG,DF,Elche,es La Liga,28,1993,10.0,391,370,19,17,0,1,1,1,0,0,0,0,325,2,3,Matches
1601,Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,18,2003,0.9,34,31,2,2,0,0,0,0,0,0,0,0,27,1,0,Matches
1602,Giulio Maggiore,it ITA,MF,Salernitana,it Serie A,24,1998,9.9,472,461,7,5,3,5,3,1,0,0,0,0,351,4,8,Matches
1603,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,26,1995,17.0,499,485,12,8,0,6,4,4,0,0,0,0,367,2,2,Matches
1604,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,24,1998,18.8,762,709,50,26,0,12,20,9,1,0,1,0,634,3,18,Matches
1605,Yohann Magnin,fr FRA,MF,Clermont Foot,fr Ligue 1,25,1997,26.7,1337,1304,31,18,2,8,14,12,1,0,0,0,1121,2,25,Matches
1606,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,29,1993,8.5,577,564,12,11,0,9,1,1,0,0,0,0,491,1,3,Matches
1607,Jon Magunacelaya,es ESP,"MF,FW",Real Sociedad,es La Liga,22,2000,0.7,16,15,1,1,0,0,2,0,0,0,0,0,8,0,1,Matches
1608,Riyad Mahrez,dz ALG,"FW,MF",Manchester City,eng Premier League,31,1991,21.3,1166,1028,138,36,10,7,96,37,65,26,20,1,958,0,18,Matches
1609,Arne Maier,de GER,MF,Augsburg,de Bundesliga,23,1999,21.8,658,588,68,21,6,2,64,11,32,13,17,0,421,2,27,Matches
1610,Mike Maignan,fr FRA,GK,Milan,it Serie A,27,1995,22.0,814,698,112,27,0,0,0,0,0,0,0,0,674,4,0,Matches
1611,Linton Maina,de GER,"FW,MF",Köln,de Bundesliga,23,1999,24.9,684,640,43,5,1,1,87,15,18,10,5,0,474,1,47,Matches
1612,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,17,2005,0.1,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
1613,Ainsley Maitland-Niles,eng ENG,"DF,MF",Southampton,eng Premier League,24,1997,15.6,713,633,77,11,2,3,20,66,0,0,0,0,565,3,12,Matches
1614,Jordan Majchrzak,pl POL,FW,Roma,it Serie A,17,2004,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
1615,Lovro Majer,hr CRO,"MF,FW",Rennes,fr Ligue 1,24,1998,18.5,976,909,60,22,6,4,67,7,31,12,11,0,758,7,45,Matches
1616,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,24,1998,8.9,316,315,1,1,0,0,6,0,0,0,0,0,264,0,9,Matches
1617,Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,24,1998,11.8,540,525,12,9,2,1,1,2,0,0,0,0,475,3,5,Matches
1618,Béni Makouana,cg CGO,"FW,MF",Montpellier,fr Ligue 1,19,2002,2.2,38,37,0,0,0,0,6,0,0,0,0,0,15,1,3,Matches
1619,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,27,1995,22.8,563,531,32,12,0,0,9,0,1,0,0,0,439,0,10,Matches
1620,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,22,1999,15.5,802,670,130,11,0,5,15,117,2,2,0,0,694,2,16,Matches
1621,Lorenzo Malagrida,it ITA,"MF,DF",Sampdoria,it Serie A,18,2003,1.2,42,41,0,0,0,0,2,0,0,0,0,0,31,1,1,Matches
1622,Daniel Maldini,it ITA,"FW,MF",Spezia,it Serie A,20,2001,7.0,187,164,22,4,0,1,19,1,9,8,1,0,125,1,7,Matches
1623,Youssef Maleh,ma MAR,MF,Fiorentina,it Serie A,23,1998,3.3,116,111,4,3,0,1,7,1,0,0,0,0,95,1,2,Matches
1624,Youssef Maleh,ma MAR,MF,Lecce,it Serie A,23,1998,7.5,206,198,8,2,0,0,8,2,2,0,0,0,146,0,6,Matches
1625,Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,23,1999,19.0,625,587,34,2,1,5,69,7,23,14,5,0,463,4,24,Matches
1626,Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,it Serie A,29,1993,6.1,332,304,23,8,2,11,23,2,13,6,6,0,248,5,6,Matches
1627,Ruslan Malinovskyi,ua UKR,"MF,FW",Marseille,fr Ligue 1,29,1993,13.6,543,504,34,11,3,4,38,6,17,7,7,0,411,5,14,Matches
1628,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,31,1991,24.0,1427,1187,234,34,1,10,67,200,0,0,0,0,1094,6,29,Matches
1629,Mickael Malsa,mq MTQ,MF,Valladolid,es La Liga,26,1995,0.8,20,20,0,0,0,0,0,0,0,0,0,0,13,0,1,Matches
1630,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,21,2000,38.0,1086,740,342,103,0,3,0,0,0,0,0,0,697,4,1,Matches
1631,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,22,1999,0.2,10,10,0,0,0,0,1,0,0,0,0,0,8,0,0,Matches
1632,Gianluca Mancini,it ITA,DF,Roma,it Serie A,26,1996,31.8,1621,1536,76,69,3,17,28,5,0,0,0,0,1306,9,14,Matches
1633,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,37,1985,33.5,1216,917,297,105,0,0,0,0,0,0,0,0,919,2,0,Matches
1634,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,28,1994,20.6,1067,945,121,24,0,4,16,97,0,0,0,0,918,1,18,Matches
1635,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,30,1991,16.2,911,857,52,24,1,12,2,24,0,0,0,0,826,2,4,Matches
1636,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,25,1997,21.7,984,886,95,52,1,17,74,6,36,16,15,0,790,3,17,Matches
1637,Sadio Mané,sn SEN,"FW,MF",Bayern Munich,de Bundesliga,30,1992,15.8,418,390,23,2,3,3,22,5,1,0,0,0,307,5,31,Matches
1638,Orel Mangala,be BEL,MF,Nott'ham Forest,eng Premier League,24,1998,17.2,514,508,4,3,1,1,6,0,0,0,0,0,411,2,11,Matches
1639,Thomas Mangani,fr FRA,MF,Ajaccio,fr Ligue 1,35,1987,14.8,910,783,122,74,2,9,79,3,45,22,17,0,634,5,19,Matches
1640,Vito Mannone,it ITA,GK,Lorient,fr Ligue 1,34,1988,17.9,583,417,166,54,0,0,0,0,0,0,0,0,444,0,0,Matches
1641,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,28,1994,0.4,29,25,4,1,0,0,1,3,0,0,0,0,24,0,0,Matches
1642,Myziane Maolida,fr FRA,"MF,FW",Reims,fr Ligue 1,23,1999,2.6,104,102,2,0,0,1,4,2,0,0,0,0,75,0,5,Matches
1643,Myziane Maolida,fr FRA,"FW,MF",Hertha BSC,de Bundesliga,23,1999,1.1,15,14,0,0,0,0,1,0,0,0,0,0,8,1,0,Matches
1644,Faitout Maouassa,fr FRA,"FW,DF",Montpellier,fr Ligue 1,24,1998,21.4,651,528,117,7,1,5,81,92,18,10,6,0,436,6,29,Matches
1645,Sekou Mara,fr FRA,"FW,MF",Southampton,eng Premier League,20,2002,6.2,107,102,2,0,1,0,1,0,0,0,0,0,68,3,4,Matches
1646,Maranhão,br BRA,"FW,MF",Valencia,es La Liga,25,1996,5.0,64,58,6,0,1,1,1,0,0,0,0,0,43,0,1,Matches
1647,Marcão,br BRA,DF,Sevilla,es La Liga,26,1996,4.2,217,209,6,5,0,3,0,0,0,0,0,0,187,2,3,Matches
1648,Solly March,eng ENG,"FW,DF",Brighton,eng Premier League,28,1994,30.2,1312,1168,142,14,3,29,155,54,71,33,21,0,951,2,36,Matches
1649,Agustín Marchesín,ar ARG,GK,Celta Vigo,es La Liga,34,1988,19.0,635,447,184,53,0,1,0,0,0,0,0,0,449,4,0,Matches
1650,Federico Marchetti,it ITA,GK,Spezia,it Serie A,39,1983,0.7,18,9,9,1,0,0,0,0,0,0,0,0,14,0,0,Matches
1651,Vincent Marchetti,fr FRA,MF,Ajaccio,fr Ligue 1,25,1997,27.2,1057,1031,22,14,11,16,6,8,0,0,0,0,837,4,31,Matches
1652,Riccardo Marchizza,it ITA,DF,Sassuolo,it Serie A,24,1998,3.1,181,148,33,4,0,3,18,25,4,0,4,0,137,0,4,Matches
1653,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,30,1992,24.7,1295,1164,127,83,0,16,6,5,0,0,0,0,1111,4,4,Matches
1654,Emiliano Marcondes,dk DEN,MF,Bournemouth,eng Premier League,27,1995,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1655,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,33,1989,31.3,1932,1552,372,32,0,11,130,340,0,0,0,0,1499,8,52,Matches
1656,Alberto Marí,es ESP,"FW,MF",Valencia,es La Liga,21,2001,1.0,20,20,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
1657,José Mari,es ESP,MF,Cádiz,es La Liga,34,1987,4.4,203,188,14,14,0,8,1,0,0,0,0,0,168,1,2,Matches
1658,Pablo Marí,es ESP,DF,Monza,it Serie A,28,1993,27.6,1621,1544,71,40,0,7,1,8,0,0,0,0,1431,6,9,Matches
1659,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,27,1995,26.9,1333,1270,62,51,0,19,0,5,0,0,0,0,1183,1,5,Matches
1660,Mariano,do DOM,FW,Real Madrid,es La Liga,28,1993,1.7,41,39,1,0,0,1,0,0,0,0,0,0,32,1,0,Matches
